Core,lat,lon,depth,Mg/Ca,d18O,O18T,reductive,mean_size,Reference,Notes
MD79-255,-19,37.5,1226,3.96,-1.9,26.4,N,283,Mathien-Blard and Bassinot 2009,
MD79-257,-20.4,36.33,1262,4.23,-1.81,25.96,N,283,Mathien-Blard and Bassinot 2009,
MD92-1002,12.02,44.32,1327,5.43,-1.76,27.31,N,283,Mathien-Blard and Bassinot 2009,
MD00-2359,-9.22,114.72,2775,4.73,-2.44,28.13,N,283,Mathien-Blard and Bassinot 2009,
MD98-2165,-9.65,118.33,2100,4.8,-2.59,28.96,N,283,Mathien-Blard and Bassinot 2009,
MD77-176,14.52,93.13,1375,4.7,-3.02,29.21,N,283,Mathien-Blard and Bassinot 2009,
MD00-2360top,-20.08,112.67,980,4.58,-1.71,25.39,N,283,Mathien-Blard and Bassinot 2009,
MD92-1008,14.43,42.23,708,6.54,-1.86,26.49,N,283,Mathien-Blard and Bassinot 2009,
MD002358top,-12.28,112.72,2520,3.69,-1.97,26.11,N,283,Mathien-Blard and Bassinot 2009,
MD00-2359,-9.22,114.72,2775,4.66,-2.7,29.41,N,283,Mathien-Blard and Bassinot 2009,
ODP117-723,18.05,57.62,808,6.85,-2.25,28.92,N,283,Mathien-Blard and Bassinot 2009,
MD77-191,7.5,76.72,1254,5.13,-2.44,28.09,N,283,Mathien-Blard and Bassinot 2009,
ERDC92BX,-2.23,157,1598,5.07,-2.44,28.18,N,283,Mathien-Blard and Bassinot 2009,
VM26_124,16.13,-74.45,3005,4.4,-1.98,28.49,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC13_150,15.62,-71.67,3788,3.95,-2.13,29.13,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM16_205,15.4,-43.4,4043,3.51,-1.03,24.87,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC13_154,14.88,-78.75,2308,4.92,-1.9,28.25,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC13_158,13.18,-79.83,3016,3.41,-1.73,27.44,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC13_155,12.87,-77.75,3930,3.7,-1.92,28.28,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM28_126,10.98,-81.15,3162,4.03,-1.6,26.61,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM22_026,8.72,-41.25,3720,3.72,-1.58,26.62,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM25_060,3.28,-34.83,3749,3.79,-1.67,27.1,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC13_190,1.78,-25.43,3797,3.38,-1.19,24.7,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM25_059,1.37,-33.48,3824,3.72,-1.89,28.27,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC24_001,0.55,-13.65,3837,3.13,-1.59,26.41,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM30_040,-0.2,-23.15,3706,3.4,-1.51,26.42,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC24_007,-1.33,-11.9,3899,2.73,-1.21,24.74,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC24_012,-3,-11.42,3486,3.5,-1.62,26.79,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC24_018,-5.7,-9.45,3400,3.26,-1.63,26.93,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
RC24_022,-8.03,-10.13,3882,3.59,-1.23,25.32,N,390,Farmer et al. 2005 PhD Thesis; Arbuszewski et al. 2010; Farmer et al. 2007,
VM29-178,42.85,-25.15,3448,2.73,-0.37,21.14,Y,303,Arbuszewski et al. 2010,
VM30-97,41,-32.93,3371,2.8,-0.09,20.05,Y,303,Arbuszewski et al. 2010,
VM30-96,39.95,-33.13,3188,2.76,-0.48,21.93,Y,303,Arbuszewski et al. 2010,
VM27-267,35.63,-44.28,4722,2.65,0.09,19.62,Y,303,Arbuszewski et al. 2010,
VM27-263,35.02,-40.92,3704,3.52,-0.54,22.56,Y,303,Arbuszewski et al. 2010,
VM27-161,33.58,-13.97,4446,2.81,0.06,19.92,Y,303,Arbuszewski et al. 2010,
VM17-165,32.75,-41.9,3924,3.11,-0.51,22.59,Y,303,Arbuszewski et al. 2010,
VM27-261,31.37,-35.98,3253,3.67,-0.11,20.93,Y,303,Arbuszewski et al. 2010,
VM19-308,29.02,-41.4,3197,4.6,-0.69,23.87,Y,303,Arbuszewski et al. 2010,
VM22-219,27.92,-43.63,2582,4.84,-0.94,25.17,Y,303,Arbuszewski et al. 2010,
VM20-244,26,-48.27,3953,4.8,-1.12,26.11,Y,303,Arbuszewski et al. 2010,
VM10-93,24.2,-47.47,3574,5.25,-0.86,24.93,Y,303,Arbuszewski et al. 2010,
VM16-206,23.33,-46.48,3733,4.84,-0.97,25.46,Y,303,Arbuszewski et al. 2010,
VM14-2,20.72,-49.43,4171,4.42,-0.68,23.81,Y,303,Arbuszewski et al. 2010,
VM16-21,17.27,-48.42,3975,4.49,-0.92,24.6,Y,303,Arbuszewski et al. 2010,
VM16-22,16.4,-45.77,3948,4.59,-1.38,26.68,Y,303,Arbuszewski et al. 2010,
VM16-205,15.4,-43.4,4043,3.99,-0.67,23.16,Y,303,Arbuszewski et al. 2010,
VM22-202,14.4,-21.15,4310,3.05,-0.84,23.17,Y,303,Arbuszewski et al. 2010,
VM25-44,11.5,-45.15,4049,3.55,-1.39,25.95,Y,303,Arbuszewski et al. 2010,
VM32-67,11.28,-42.5,4082,3.61,-1.83,28.19,Y,303,Arbuszewski et al. 2010,
VM16-203,9.35,-39.87,4158,3.74,-1.69,27.18,Y,303,Arbuszewski et al. 2010,
VM20-234,5.32,-33.03,3133,4.26,-2.02,28.71,Y,303,Arbuszewski et al. 2010,
VM25-60,3.3,-34.8,3750,3.92,-1.55,26.52,Y,303,Arbuszewski et al. 2010,
VM22-30,3.25,-34.25,3529,3.79,-1.85,27.97,Y,303,Arbuszewski et al. 2010,
VM20-233,2.01,-35.93,3884,4.02,-1.57,26.73,Y,303,Arbuszewski et al. 2010,
RC13-189,1.85,-30,3233,4.03,-1.57,26.67,Y,303,Arbuszewski et al. 2010,
VM22-31,1.85,-32.47,3436,4.13,-2.06,29,Y,303,Arbuszewski et al. 2010,
RC13-188,1.8,-33.7,3450,3.96,-1.7,27.34,Y,303,Arbuszewski et al. 2010,
RC13-190,1.78,-25.43,3797,3.73,-1.42,25.79,Y,303,Arbuszewski et al. 2010,
VM25-59,1.37,-33.48,3824,3.95,-1.88,28.25,Y,303,Arbuszewski et al. 2010,
VM22-32,0.9,-31.8,3000,4.3,-1.71,27.41,Y,303,Arbuszewski et al. 2010,
VM14-5,0.85,-32.85,3255,3.82,-1.78,27.8,Y,303,Arbuszewski et al. 2010,
RC24-01,0.55,-13.65,3837,3.13,-1.59,26.41,Y,303,Arbuszewski et al. 2010,
RC24-02,0.55,-13.68,3880,3.05,-1.41,25.55,Y,303,Arbuszewski et al. 2010,
VM30-41,0.22,-23.07,3874,3.3,-1.54,26.52,Y,303,Arbuszewski et al. 2010,
VM25-50,0.2,-42.77,3749,4.34,-1.76,27.76,Y,303,Arbuszewski et al. 2010,
VM27-181,-0.05,-25.48,3601,3.53,-1.62,26.99,Y,303,Arbuszewski et al. 2010,
VM30-40,-0.2,-23.15,3706,3.26,-1.7,27.36,Y,303,Arbuszewski et al. 2010,
VM26-102,-0.38,-39.13,4301,3.33,-1.38,25.92,Y,303,Arbuszewski et al. 2010,
VM22-182,-0.53,-17.27,3776,3.12,-1.53,26.42,Y,303,Arbuszewski et al. 2010,
RC24-07,-1.34,-11.9,3899,3.12,-1.43,25.81,Y,303,Arbuszewski et al. 2010,
VM26-99,-1.47,-32.72,4632,3.49,-0.99,24.17,Y,303,Arbuszewski et al. 2010,
VM26-100,-1.55,-34.65,4308,3.77,-1.24,25.32,Y,303,Arbuszewski et al. 2010,
VM20-230,-1.95,-39.03,3294,4.34,-1.87,28.28,Y,303,Arbuszewski et al. 2010,
RC24-11,-2.18,-11.25,3445,3.3,-1.59,26.58,Y,303,Arbuszewski et al. 2010,
RC24-13,-3.73,-10.88,3921,2.93,-1.85,27.9,Y,303,Arbuszewski et al. 2010,
RC24-15,-4.1,-10.87,3504,3.14,-1.73,27.34,Y,303,Arbuszewski et al. 2010,
V22-179,-4.88,-15.73,3576,3.52,-1.47,26.24,Y,303,Arbuszewski et al. 2010,
RC24-16,-5.03,-10.18,3559,3.31,-1.83,27.82,Y,303,Arbuszewski et al. 2010,
RC24-17,-5.05,-10.18,3559,3.36,-1.76,27.48,Y,303,Arbuszewski et al. 2010,
RC11-17,-5.28,-33.43,4490,3.64,-0.76,23.22,Y,303,Arbuszewski et al. 2010,
RC24-19,-7.02,-10,3581,3.39,-1.46,26.23,Y,303,Arbuszewski et al. 2010,
RC24-21,-8.18,-10.12,3718,3.6,-1.2,25.21,Y,303,Arbuszewski et al. 2010,
VM22-175,-8.77,-14.28,2950,3.97,-1.44,26.43,Y,303,Arbuszewski et al. 2010,
RC13-210,-9.13,-10.6,3658,3.85,-1.06,24.69,Y,303,Arbuszewski et al. 2010,
VM22-174,-10.07,-12.82,2630,4.04,-1.27,25.83,Y,303,Arbuszewski et al. 2010,
RC16-77,-12.7,-13.4,3400,3.78,-0.32,21.75,Y,303,Arbuszewski et al. 2010,
VM22-169,-16.25,-5.73,3499,3.67,-0.77,23.6,Y,303,Arbuszewski et al. 2010,
VM16-35,-17.65,-15.1,3891,4.23,-0.65,23.37,Y,303,Arbuszewski et al. 2010,
VM16-36,-19.37,-11.43,3329,3.47,0.11,19.69,Y,303,Arbuszewski et al. 2010,
VM16-37,-21.33,-8.95,3908,3.29,-0.17,20.83,Y,303,Arbuszewski et al. 2010,
RC08-18,-24.07,-15.12,3977,3.82,-0.45,22.23,Y,303,Arbuszewski et al. 2010,
RC08-19,-24.3,-14.7,3640,4.26,-0.38,21.89,Y,303,Arbuszewski et al. 2010,
RC08-23,-25.15,-12.77,3338,3.92,-0.46,22.16,Y,303,Arbuszewski et al. 2010,
16772-2,-1.34,-11.97,3913,3.29,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
16458,5.34,-22.05,3518,3.84,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
13289-1,18.07,-18,2485,3.32,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
12310-3,23.5,-18.72,3076,3.3,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
15637-1,27,-18.99,3849,3.45,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
15612-2,44.69,-26.54,3050,2.62,NA,NA,N,300,Barker (unpublished data),Barker et al. 2003
TR163-19,2.26,-90.95,2348,3,NA,NA,Y,300,Lea et al. 2000,
TR163-19,2.26,-90.95,2348,2.86,NA,NA,Y,300,Lea et al. 2000,
TR163-19,2.26,-90.95,2348,3.12,NA,NA,Y,300,Lea et al. 2000,
ODP 806B,0.32,159.36,2520,3.86,NA,NA,Y,300,Lea et al. 2000,
Garrison,26.68,-93.93,1570,4.31,NA,NA,N,275,Richey et al. 2009,
Fisk,27.55,-93.93,817,4.33,NA,NA,N,275,Richey et al. 2009,
Core,16.84,-16.73,330,3.87,NA,NA,N,400,Kuhnert et al. 2011,200->400um in paper
Cariaco,10.77,-64.65,447,4.59,NA,NA,N,231,Wurtzel et al 2013,
Core,-1.25,-89.69,615,2.87,NA,NA,Y,275,Rustic et al. 2015,
Core,6.3,125.82,2114,5.13,NA,NA,Y,300,Stott et al. 2007,>250um
Core,-5.2,117.49,1185,5.16,NA,NA,N,300,Newton et al. 2011,
Core,1.4,119.08,968,5.04,NA,NA,N,300,Newton et al. 2011,
Core,-3.53,119.2,503,4.91,NA,NA,Y,256,Oppo et al. 2009,
CHO288-54,17.43,-77.66,1020,5.19,5.35,28.43,N,283,Cleroux et al. 2008,
CHO288-54,17.43,-77.66,1020,5.34,NA,NA,N,283,Cleroux et al. 2008,
CHO288-54,17.43,-77.66,1020,5.52,NA,NA,N,283,Cleroux et al. 2008,
INMD-042BX,28.57,-46.36,3774,4.2,NA,23.37,N,283,Cleroux et al. 2008,
INMD-048BX,29.81,-43.22,2838,4.59,NA,23.74,N,283,Cleroux et al. 2008,
INMD-068BX,34.81,-28.36,2520,3.61,NA,22.3,N,283,Cleroux et al. 2008,
MD95-2002,47.45,-8.53,2174,2.09,NA,16.86,N,283,Cleroux et al. 2008,
MD99-2203,34.97,-75.2,620,4.43,NA,25.35,N,283,Cleroux et al. 2008,
SU90-03,40.51,-32.05,2475,3,NA,20.02,N,283,Cleroux et al. 2008,
SU90-06,42.03,-32.71,3510,2.96,NA,18.8,N,283,Cleroux et al. 2008,
SU90-06,42.03,-32.71,3510,2.97,NA,NA,N,283,Cleroux et al. 2008,
SU90-08,43.35,-30.41,3080,3.04,NA,20.11,N,283,Cleroux et al. 2008,
INMD48,29.81,-43.22,2836,4.54,NA,NA,N,300,Khider et al. 2015,
INMD109,-5.47,-15.96,3895,4.42,NA,NA,N,300,Khider et al. 2015,
INMD 120,-28.83,-31.23,1918,4.34,NA,NA,N,300,Khider et al. 2015,
MD98-2177,1.4,119.08,968,5.52,NA,NA,N,300,Khider et al. 2015,
MD98 2164,-6.64,119.42,750,5.27,NA,NA,N,300,Khider et al. 2015,
MD98-2176,-5,133.44,2382,4.86,NA,NA,N,300,Khider et al. 2015,
GGC 8,11.58,118.71,1305,5.29,NA,NA,N,300,Khider et al. 2015,
GGC 9,11.63,118.63,1465,5.22,NA,NA,N,300,Khider et al. 2015,
GGC 10,11.72,118.51,1605,4.87,NA,NA,N,300,Khider et al. 2015,
GGC 13,10.6,118.29,990,5.25,NA,NA,N,300,Khider et al. 2015,
INMD 42,28.57,-46.36,3774,5.08,NA,NA,N,300,Khider et al. 2015,
INMD 50,31.18,-39.68,3481,4.63,NA,NA,N,300,Khider et al. 2015,
INMD 101,6.95,-26.45,4093,4.03,NA,NA,N,300,Khider et al. 2015,
INMD 104,4.25,-21.92,3279,4.64,NA,NA,N,300,Khider et al. 2015,
INMD 110,-10.04,-13.39,1959,5,NA,NA,N,300,Khider et al. 2015,
INMD 111,-12.64,-13.85,3069,4.98,NA,NA,N,300,Khider et al. 2015,
INMD 113,-15.26,-14.96,3471,5.21,NA,NA,N,300,Khider et al. 2015,
INMD 115,-17.64,-16.21,3427,4.78,NA,NA,N,300,Khider et al. 2015,
KNR110 GGC50,4.87,-43.21,3995,4.91,NA,NA,N,300,Khider et al. 2015,
CH100 GGC61,-13.08,167.87,2811,5.07,NA,NA,N,300,Khider et al. 2015,
 VM2130 ,-1.22,-89.68,617,3.63,NA,NA,N,300,Khider et al. 2015,
 VK ,34.13,-9.55,4385,2.62,NA,NA,N,283,Sabbatini et al. 2011,
 Vm ,35.33,-8.02,1847,2.79,NA,NA,N,283,Sabbatini et al. 2011,
 V4A ,36.79,0.48,2688,3.03,NA,NA,N,283,Sabbatini et al. 2011,
 V3C ,40.6,5.29,2748,3.92,NA,NA,N,283,Sabbatini et al. 2011,
 MD90-901 ,39.95,1.56,1560,3.84,NA,NA,N,283,Sabbatini et al. 2011,
 PSM I 31 ,37.32,3.57,395,3.03,NA,NA,N,283,Sabbatini et al. 2011,
 PSM I 32 ,37.32,3.57,395,2.66,NA,NA,N,283,Sabbatini et al. 2011,
8226,39.06,15.4,1045,3.54,NA,NA,N,283,Sabbatini et al. 2011,
8234,38.41,13.17,781,3.29,NA,NA,N,283,Sabbatini et al. 2011,
8248,40.36,11.81,2481,4.26,NA,NA,N,283,Sabbatini et al. 2011,
 KET 80-22 ,40.58,11.71,2430,4.35,NA,NA,N,283,Sabbatini et al. 2011,
 DED87-07 ,39.69,13.58,2970,3.95,NA,NA,N,283,Sabbatini et al. 2011,
 KET 80-03 ,38.82,14.49,1900,4.02,NA,NA,N,283,Sabbatini et al. 2011,
 KET80-19 ,40.55,13.35,1920,4.48,NA,NA,N,283,Sabbatini et al. 2011,
 CI09 ,42.68,3.85,91,3.13,NA,NA,N,283,Sabbatini et al. 2011,
 MD99-2344 ,42.04,4.15,2326,3.82,NA,NA,N,283,Sabbatini et al. 2011,
 KIGC06 ,41.98,4.71,2387,3.85,NA,NA,N,283,Sabbatini et al. 2011,
 So189-118MC ,3.52,96.31,804,5.69,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-114MC ,3.49,95.33,1535,5.72,NA,NA,N,303,Mohtadi et al. 2011,
 SO-189-121MC ,3.27,96.15,1031,5.53,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-104MC ,3.2,96.78,1013,5.57,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-84MC ,2.99,96.22,861,6.03,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-80MC ,2.95,96.5,1088,6.06,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-72MC ,2.83,96.39,913,5.78,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-76MC ,2.82,96.61,1108,5.79,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-89MC ,2.78,96.42,916,5.96,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-97MC ,2.56,96.76,1136,5.79,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-101MC ,2.49,97.12,767,5.52,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-139MC ,1.76,96.77,1854,6.3,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10014-1 ,1.68,96.98,1158,6.29,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10016-2 ,1.6,96.66,1900,5.28,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-60MC ,1.45,98.05,551,5.7,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-59MC ,1.15,98.07,479,6.38,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-53MC ,1,98.03,82,6.33,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-48MC ,0.95,98.13,457,6.11,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-41MC ,0.34,98.13,674,5.96,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10022-6 ,-0.5,98.85,706,6.28,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10025-3 ,-0.67,99.12,1149,5.5,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-147MC ,-0.69,98.07,1052,5.68,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB10028-4 ,-0.7,99.76,522,6.33,NA,NA,N,303,Mohtadi et al. 2011,
 SGeoB 10024-3 ,-0.77,99.27,1381,5.33,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-38MC ,-0.79,99.91,517,6.03,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10027-3 ,-0.81,99.65,875,5.34,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-35MC ,-0.87,99.8,755,5.77,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10026-2 ,-0.94,99.52,1641,5.14,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10008-4 ,-0.95,98.26,936,5.68,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10010-1 ,-1.18,97.98,2937,4.99,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-31MC ,-1.3,99.72,1734,5.1,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-34MC ,-1.46,100.23,560,5.87,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10029-3 ,-1.5,100.13,794,5.45,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10033-3 ,-1.56,99.95,1756,4.92,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-32MC ,-1.62,100,1751,5.84,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-28MC ,-1.67,99.68,1758,5.66,NA,NA,N,303,Mohtadi et al. 2011,
